date;sku_id;customer_id;wrhs_name;qnt
20180123;38446;1384227;Склад Ставрополь;3
20180124;38446;1385168;Склад Краснодар;1
20180124;38446;1406880;Склад Краснодар;4
20180123;38446;1369233;Склад Краснодар;5
20180105;38446;1388059;Склад Краснодар;2
20180110;38446;1406881;Склад Краснодар;29
20180112;38446;1342535;Склад Краснодар;2
20180116;38446;1388741;Склад Краснодар;4
20180125;38446;1388741;Склад Краснодар;4
20180119;38446;1432903;Склад Самара;5
20180124;38446;1432903;Склад Самара;1
20180116;38446;1424313;Склад Самара;1
20180130;38446;1432904;Склад Самара;1
20180117;38446;1378586;Склад Краснодар;3
20180105;38446;1383284;Склад Краснодар;1
20180112;38446;1383284;Склад Краснодар;3
20180122;38446;1383284;Склад Краснодар;2
20180118;38446;1388734;Склад Краснодар;5
20180105;38446;1402422;Склад Краснодар;2
20180124;38446;1386646;Склад Краснодар;5
20180105;38446;1410625;Склад Краснодар;2
20180119;38446;1423758;Склад Курск;4
20180129;38446;1423756;Склад Курск;3
20180109;38446;1415676;Склад Курск;2
20180123;38446;1344778;Склад Краснодар;3
20180115;38446;1408293;Склад Краснодар;3
20180122;38446;1432934;Склад Курск;3
20180125;38446;1425348;Склад Курск;4
20180129;38446;1424289;Склад Самара;2
20180105;38446;1425446;Склад Краснодар;2
20180116;38446;1430856;Склад Краснодар;49
20180118;38446;1425447;Склад Краснодар;2
20180115;38446;1425447;Склад Краснодар;4
20180119;38446;1425447;Склад Краснодар;2
20180123;38446;1421416;Склад Краснодар;5
20180105;38446;1418872;Склад Краснодар;2
20180119;38446;1149028;Склад Самара;22
20180111;38446;96558;Головной склад;2
20180131;38446;123051;Головной склад;44
20180117;38446;103544;Головной склад;1
20180115;38446;1286106;Склад Хабаровск;49
20180108;38446;1358084;Склад Новосибирск;3
20180110;38446;1358084;Склад Новосибирск;25
20180125;38446;1358084;Склад Новосибирск;1
20180120;38446;1355319;Склад Новосибирск;1
20180123;38446;114909;Головной склад;1
20180126;38446;1297786;Склад Самара;1
20180111;38446;126124;Головной склад;5
20180122;38446;126124;Головной склад;3
20180122;38446;1411669;Склад Краснодар;3
20180109;38446;1411665;Склад Краснодар;5
20180110;38446;1411668;Склад Краснодар;4
20180119;38446;1379914;Склад Калининград;4
20180122;38446;1363071;Склад Новосибирск;4
20180123;38446;1363071;Склад Новосибирск;2
20180123;38446;90419;Головной склад;1
20180110;38446;118317;Головной склад;29
20180111;38446;122953;Головной склад;1
20180116;38446;1353303;Склад Краснодар;4
20180123;38446;106791;Головной склад;5
20180118;38446;117641;Головной склад;4
20180125;38446;1388214;Склад Ставрополь;1
20180118;38446;1411656;Склад Краснодар;5
20180123;38446;1262066;Склад Ставрополь;3
20180125;38446;1402001;Склад Владивосток;4
20180125;38446;114639;Головной склад;2
20180116;38446;114639;Головной склад;2
20180130;38446;114639;Головной склад;3
20180123;38446;82092;Головной склад;4
20180129;38446;1271783;Склад Сургут;3
20180112;38446;120779;Головной склад;5
20180130;38446;118363;Головной склад;1
20180116;38446;118819;Головной склад;1
20180130;38446;118819;Головной склад;1
20180110;38446;121973;Головной склад;4
20180116;38446;118770;Головной склад;1
20180130;38446;117678;Головной склад;4
20180105;38446;124950;Головной склад;47
20180129;38446;126110;Головной склад;5
20180125;38446;96119;Головной склад;5
20180123;38446;106342;Головной склад;2
20180110;38446;106840;Головной склад;3
20180117;38446;43549;Головной склад;4
20180115;38446;1424900;Склад Новосибирск;4
20180105;38446;1379923;Склад Краснодар;2
20180115;38446;1379923;Склад Краснодар;4
20180123;38446;1287451;Склад Краснодар;3
20180110;38446;125583;Головной склад;5
20180110;38446;126408;Головной склад;1
20180126;38446;1432289;Склад Санкт-Петербург;4
20180126;38446;1432288;Склад Санкт-Петербург;4
20180116;38446;1432290;Склад Санкт-Петербург;5
20180112;38446;1432284;Склад Санкт-Петербург;5
20180123;38446;1352866;Склад Иркутск;5
20180105;38446;1254942;Склад Барнаул;10
20180116;38446;1411698;Склад Краснодар;5
20180117;38446;19141;Головной склад;4
20180118;38446;118436;Головной склад;4
20180119;38446;18991;Головной склад;5
20180113;38446;95881;Головной склад;5
20180109;38446;1433643;Склад Курск;3
20180115;38446;1433643;Склад Курск;5
20180115;38446;1433643;Склад Курск;1
20180112;38446;1367833;Склад Курск;4
20180104;38446;1408685;Склад Курск;3
20180109;38446;1274661;Склад Курск;2
20180110;38446;1274661;Склад Курск;3
20180104;38446;1308255;Склад Курск;29
20180105;38446;1308255;Склад Курск;3
20180112;38446;1408687;Склад Курск;1
20180122;38446;1433644;Склад Курск;1
20180117;38446;1425376;Склад Екатеринбург;3
20180122;38446;1425376;Склад Екатеринбург;5
20180116;38446;1406947;Склад Екатеринбург;3
20180131;38446;1337145;Склад Якутск;1
20180130;38446;1416044;Склад Краснодар;4
20180126;38446;1416041;Склад Краснодар;3
20180122;38446;1275337;Склад Новосибирск;3
20180105;38446;106719;Головной склад;5
20180124;38446;120169;Головной склад;4
20180122;38446;1303993;Склад Астрахань;1
20180122;38446;1411728;Склад Краснодар;3
20180110;38446;1404949;Склад Ставрополь;5
20180120;38446;1395101;Склад Ставрополь;1
20180124;38446;1395101;Склад Ставрополь;5
20180105;38446;1415755;Склад Ставрополь;5
20180111;38446;1385550;Склад Ставрополь;2
20180110;38446;1409540;Склад Ставрополь;36
20180116;38446;1404951;Склад Ставрополь;2
20180117;38446;1407554;Склад Ставрополь;27
20180113;38446;1404947;Склад Ставрополь;1
20180125;38446;1404947;Склад Ставрополь;3
20180127;38446;1404947;Склад Ставрополь;20
20180124;38446;1409537;Склад Ставрополь;3
20180113;38446;1308869;Склад Ставрополь;1
20180125;38446;1308869;Склад Ставрополь;3
20180112;38446;1387468;Склад Ставрополь;4
20180105;38446;1387468;Склад Ставрополь;1
20180122;38446;117620;Головной склад;4
20180118;38446;1341398;Склад Курск;3
20180126;38446;1389077;Склад Екатеринбург;4
20180131;38446;1389077;Склад Екатеринбург;4
20180116;38446;1359322;Склад Екатеринбург;5
20180124;38446;1343301;Склад Екатеринбург;5
20180130;38446;1343301;Склад Екатеринбург;3
20180131;38446;330;Склад Ставрополь;5
20180122;38446;1392792;Склад Санкт-Петербург;4
20180115;38446;1292845;Склад Ставрополь;2
20180124;38446;1203385;Склад Краснодар;3
20180109;38446;1394101;Склад Самара;1
20180104;38446;1411767;Склад Краснодар;2
20180118;38446;126400;Головной склад;5
20180112;38446;1341046;Склад Самара;38
20180116;38446;1238570;Склад Калининград;3
20180130;38446;116004;Головной склад;2
20180110;38446;91133;Головной склад;26
20180123;38446;125797;Головной склад;4
20180131;38446;1415692;Склад Новосибирск;1
20180131;38446;1419000;Склад Новосибирск;4
20180113;38446;1371751;Склад Хабаровск;1
20180124;38446;1371751;Склад Хабаровск;3
20180130;38446;1371751;Склад Хабаровск;4
20180123;38446;1371751;Склад Хабаровск;5
20180115;38446;1371748;Склад Хабаровск;5
20180122;38446;1341466;Склад Краснодар;1
20180123;38446;75203;Головной склад;3
20180122;38446;75200;Головной склад;4
20180110;38446;122973;Головной склад;4
20180127;38446;122973;Головной склад;4
20180125;38446;1350759;Склад Самара;2
20180109;38446;92248;Головной склад;3
20180109;38446;1203913;Склад Ставрополь;43
20180117;38446;1407622;Склад Ставрополь;4
20180131;38446;1424009;Склад Омск;5
20180109;38446;1411781;Склад Краснодар;2
20180117;38446;1411784;Склад Краснодар;5
20180105;38446;98246;Головной склад;3
20180118;38446;1398788;Склад Самара;13
20180110;38446;120651;Головной склад;4
20180124;38446;1417678;Головной склад;2
20180130;38446;1417680;Головной склад;3
20180124;38446;1417689;Головной склад;3
20180130;38446;1417684;Головной склад;5
20180113;38446;1290872;Склад Владивосток;4
20180113;38446;1342215;Склад Владивосток;1
20180116;38446;1342215;Склад Владивосток;1
20180110;38446;1342215;Склад Владивосток;3
20180124;38446;1417516;Головной склад;4
20180123;38446;108690;Головной склад;3
20180109;38446;1422224;Головной склад;2
20180112;38446;98382;Головной склад;1
20180106;38446;1411816;Склад Краснодар;3
20180106;38446;1411816;Склад Краснодар;2
20180119;38446;1265302;Склад Самара;2
20180131;38446;1418149;Головной склад;5
20180116;38446;1777;Склад Казань;3
20180124;38446;1777;Склад Казань;2
20180109;38446;1361013;Склад Екатеринбург;5
20180118;38446;1398961;Склад Самара;1
20180123;38446;1411854;Склад Краснодар;5
20180119;38446;1397520;Склад Самара;4
20180109;38446;1383904;Склад Архангельск;1
20180105;38446;1264929;Склад Красноярск;2
20180111;38446;1174613;Склад Красноярск;4
20180118;38446;1372057;Склад Владивосток;29
20180126;38446;124811;Головной склад;21
20180110;38446;1394741;Склад Самара;1
20180126;38446;1430138;Головной склад;4
20180110;38446;1302232;Склад Красноярск;5
20180110;38446;1160559;Склад Новосибирск;3
20180104;38446;1160559;Склад Новосибирск;1
20180114;38446;1268945;Склад Краснодар;3
20180104;38446;1362926;Склад Владивосток;3
20180110;38446;1362926;Склад Владивосток;5
20180117;38446;26733;Головной склад;1
20180116;38446;104457;Головной склад;2
20180122;38446;104457;Головной склад;5
20180127;38446;1301905;Склад Ставрополь;3
20180121;38446;47791;Головной склад;3
20180131;38446;115924;Головной склад;4
20180115;38446;115924;Головной склад;2
20180116;38446;1281288;Склад Ярославль;3
20180123;38446;836;Склад Ставрополь;2
20180122;38446;121935;Головной склад;4
20180124;38446;1411934;Склад Краснодар;2
20180105;38446;123029;Головной склад;18
20180112;38446;123029;Головной склад;5
20180118;38446;123029;Головной склад;4
20180106;38446;105771;Головной склад;2
20180131;38446;126747;Головной склад;3
20180108;38446;1427174;Склад Астрахань;2
20180104;38446;60070;Головной склад;1
20180128;38446;99334;Головной склад;2
20180110;38446;99334;Головной склад;1
20180126;38446;99789;Головной склад;4
20180123;38446;120951;Головной склад;4
20180126;38446;99335;Головной склад;2
20180129;38446;99335;Головной склад;4
20180130;38446;99335;Головной склад;5
20180131;38446;126767;Головной склад;1
20180127;38446;122343;Головной склад;2
20180116;38446;1357132;Склад Санкт-Петербург;18
20180109;38446;70294;Склад Самара;4
20180123;38446;1366863;Склад Владивосток;2
20180112;38446;1284822;Склад Хабаровск;43
20180119;38446;96914;Головной склад;1
20180109;38446;1290018;Склад Владивосток;5
20180105;38446;116275;Головной склад;4
20180116;38446;1367919;Склад Калининград;3
20180118;38446;120219;Головной склад;1
20180123;38446;120220;Головной склад;1
20180131;38446;118450;Головной склад;1
20180122;38446;125604;Головной склад;5
20180119;38446;114994;Головной склад;5
20180116;38446;108561;Головной склад;5
20180121;38446;89112;Головной склад;2
20180123;38446;105582;Головной склад;1
20180116;38446;28845;Головной склад;4
20180122;38446;29218;Головной склад;5
20180119;38446;1300697;Склад Сургут;4
20180110;38446;1128728;Склад Казань;3
20180117;38446;1359375;Склад Калининград;2
20180111;38446;1359454;Склад Калининград;1
20180118;38446;1388806;Склад Калининград;2
20180109;38446;1423659;Склад Краснодар;5
20180115;38446;1412056;Склад Краснодар;3
20180108;38446;1423657;Склад Краснодар;5
20180122;38446;1423657;Склад Краснодар;1
20180123;38446;1412057;Склад Краснодар;4
20180112;38446;1404160;Склад Санкт-Петербург;4
20180124;38446;1404160;Склад Санкт-Петербург;4
20180106;38446;1418431;Головной склад;3
20180119;38446;1414867;Склад Новосибирск;1
20180124;38446;1240100;Склад Калининград;2
20180110;38446;1152069;Склад Калининград;5
20180122;38446;1152069;Склад Калининград;1
20180105;38446;118262;Головной склад;2
20180126;38446;1409725;Склад Омск;3
20180125;38446;1399147;Склад Самара;1
20180126;38446;122138;Головной склад;3
20180130;38446;122138;Головной склад;5
20180131;38446;122138;Головной склад;4
20180106;38446;105313;Головной склад;2
20180122;38446;8801;Склад Санкт-Петербург;3
20180103;38446;1412192;Склад Краснодар;1
20180116;38446;1412188;Склад Краснодар;5
20180122;38446;1182383;Склад Ставрополь;3
20180103;38446;1182383;Склад Ставрополь;2
20180104;38446;1423192;Головной склад;4
20180109;38446;1423192;Головной склад;3
20180110;38446;1423189;Головной склад;4
20180105;38446;1433212;Склад Санкт-Петербург;2
20180110;38446;1425831;Склад Санкт-Петербург;4
20180106;38446;121053;Головной склад;4
20180109;38446;121053;Головной склад;2
20180122;38446;121053;Головной склад;4
20180105;38446;121045;Головной склад;3
20180125;38446;1425502;Головной склад;4
20180112;38446;1394251;Склад Самара;1
20180120;38446;1394251;Склад Самара;18
20180122;38446;1412233;Склад Краснодар;1
20180109;38446;1412234;Склад Краснодар;1
20180116;38446;117619;Головной склад;2
20180123;38446;120704;Головной склад;1
20180116;38446;120704;Головной склад;2
20180115;38446;1268331;Склад Самара;4
20180110;38446;102751;Головной склад;3
20180109;38446;105296;Головной склад;3
20180131;38446;102807;Головной склад;5
20180117;38446;99231;Головной склад;2
20180131;38446;126059;Головной склад;3
20180123;38446;1152703;Склад Владивосток;2
20180127;38446;1152703;Склад Владивосток;5
20180122;38446;66322;Головной склад;2
20180115;38446;1405434;Склад Владивосток;2
20180119;38446;1190827;Склад Владивосток;3
20180113;38446;1371309;Склад Владивосток;5
20180113;38446;1371309;Склад Владивосток;2
20180113;38446;1371309;Склад Владивосток;3
20180118;38446;1378510;Склад Владивосток;3
20180117;38446;1378510;Склад Владивосток;3
20180122;38446;1378510;Склад Владивосток;1
20180117;38446;1193449;Склад Екатеринбург;1
20180112;38446;22885;Головной склад;4
20180105;38446;1116657;Склад Курск;3
20180113;38446;73870;Головной склад;1
20180115;38446;125767;Головной склад;4
20180126;38446;113849;Головной склад;5
20180110;38446;116174;Головной склад;1
20180117;38446;116174;Головной склад;2
20180124;38446;116174;Головной склад;4
20180117;38446;1351617;Склад Краснодар;3
20180126;38446;104242;Головной склад;4
20180111;38446;95087;Головной склад;4
20180111;38446;1278829;Склад Санкт-Петербург;1
20180116;38446;1278829;Склад Санкт-Петербург;37
20180118;38446;1278829;Склад Санкт-Петербург;41
20180105;38446;80044;Головной склад;2
20180111;38446;1428669;Склад Краснодар;1
20180131;38446;1341971;Склад Астрахань;5
20180111;38446;1394820;Склад Самара;2
20180111;38446;1394804;Склад Самара;3
20180109;38446;1422637;Головной склад;2
20180109;38446;1422632;Головной склад;1
20180111;38446;1422631;Головной склад;2
20180122;38446;1378796;Склад Владивосток;2
20180112;38446;89686;Головной склад;5
20180112;38446;120683;Головной склад;46
20180111;38446;85928;Головной склад;3
20180117;38446;85928;Головной склад;1
20180113;38446;87355;Головной склад;3
20180112;38446;87376;Головной склад;3
20180115;38446;1159918;Склад Новосибирск;1
20180117;38446;92975;Головной склад;4
20180118;38446;92975;Головной склад;4
20180122;38446;1172920;Склад Красноярск;5
20180110;38446;120249;Головной склад;5
20180109;38446;1412329;Склад Краснодар;4
20180125;38446;1306316;Склад Ставрополь;3
20180113;38446;100770;Головной склад;5
20180120;38446;1395923;Склад Ставрополь;1
20180122;38446;1387372;Склад Краснодар;1
20180109;38446;1402342;Склад Новосибирск;3
20180116;38446;1173020;Склад Красноярск;1
20180112;38446;1135426;Склад Калининград;44
20180129;38446;82261;Головной склад;3
20180112;38446;61509;Головной склад;2
20180104;38446;80400;Головной склад;2
20180109;38446;1412307;Склад Краснодар;3
20180109;38446;1406315;Склад Санкт-Петербург;2
20180116;38446;1396865;Склад Санкт-Петербург;24
20180117;38446;1278392;Склад Санкт-Петербург;1
20180116;38446;17975;Головной склад;1
20180129;38446;17975;Головной склад;3
20180124;38446;1394211;Склад Самара;1
20180122;38446;1400487;Склад Краснодар;1
20180117;38446;1403228;Склад Краснодар;5
20180125;38446;107882;Головной склад;4
20180130;38446;1423747;Головной склад;4
20180121;38446;1418538;Головной склад;4
20180119;38446;1418535;Головной склад;5
20180115;38446;1267217;Склад Курск;10
20180105;38446;1400915;Склад Ставрополь;5
20180111;38446;1412340;Склад Краснодар;5
20180116;38446;1412344;Склад Краснодар;1
20180119;38446;1397380;Склад Самара;3
20180122;38446;1397355;Склад Самара;1
20180109;38446;1397533;Склад Самара;3
20180110;38446;107607;Головной склад;4
20180118;38446;77085;Головной склад;4
20180112;38446;100536;Головной склад;4
20180119;38446;1424053;Головной склад;4
20180119;38446;1419883;Головной склад;5
20180131;38446;124905;Головной склад;1
20180131;38446;122186;Головной склад;5
20180131;38446;122191;Головной склад;1
20180131;38446;124960;Головной склад;32
20180131;38446;122193;Головной склад;1
20180131;38446;122195;Головной склад;3
20180131;38446;122194;Головной склад;5
20180131;38446;124961;Головной склад;9285
20180131;38446;122187;Головной склад;1
20180131;38446;124958;Головной склад;3
20180113;38446;125727;Головной склад;5
20180130;38446;124783;Головной склад;5
20180111;38446;126138;Головной склад;26
20180130;38446;120638;Головной склад;5
20180123;38446;123148;Головной склад;2
20180125;38446;1424496;Склад Курск;4
20180112;38446;117685;Головной склад;12
20180116;38446;124912;Головной склад;1
20180108;38446;117549;Головной склад;4
20180131;38446;116227;Головной склад;3
20180117;38446;1378762;Склад Краснодар;2
20180116;38446;1424265;Склад Владивосток;5
20180120;38446;1424265;Склад Владивосток;5
20180127;38446;1424265;Склад Владивосток;4
20180123;38446;1172818;Склад Красноярск;4
20180130;38446;1388530;Склад Владивосток;2
20180111;38446;124981;Головной склад;4
20180123;38446;81590;Головной склад;49
20180118;38446;81096;Головной склад;4
20180130;38446;80982;Головной склад;3
20180130;38446;83642;Головной склад;4
20180130;38446;85693;Головной склад;2
20180105;38446;70455;Головной склад;4
20180109;38446;70455;Головной склад;3
20180105;38446;70455;Головной склад;2
20180123;38446;1420259;Склад Ставрополь;5
20180129;38446;1420259;Склад Ставрополь;1
20180112;38446;1429960;Склад Курск;3
20180112;38446;1386656;Склад Курск;4
20180112;38446;1117094;Склад Курск;2
20180122;38446;88374;Головной склад;5
20180124;38446;72263;Головной склад;1
20180125;38446;1370829;Склад Ставрополь;4
20180131;38446;1431538;Головной склад;4
20180131;38446;1431531;Головной склад;5
20180131;38446;1431530;Головной склад;3
20180131;38446;1431541;Головной склад;4
20180131;38446;1431540;Головной склад;1
20180131;38446;1431539;Головной склад;24
20180131;38446;1431542;Головной склад;5
20180117;38446;1405041;Склад Казань;35
20180103;38446;115606;Головной склад;2
20180111;38446;115606;Головной склад;1
20180109;38446;1289702;Склад Самара;5
20180118;38446;1390825;Склад Владивосток;2
20180108;38446;1356018;Склад Новосибирск;2
20180115;38446;75270;Головной склад;2
20180131;38446;75270;Головной склад;4
20180131;38446;62466;Головной склад;3
20180111;38446;1343251;Склад Санкт-Петербург;2
20180123;38446;1182499;Склад Ставрополь;2
20180127;38446;1407125;Склад Омск;1
20180123;38446;55;Склад Ставрополь;24
20180123;38446;1301967;Склад Ставрополь;30
20180114;38446;1423586;Склад Краснодар;4
20180121;38446;1423586;Склад Краснодар;3
20180130;38446;126313;Головной склад;3
20180122;38446;107286;Головной склад;2
20180108;38446;41392;Головной склад;2
20180118;38446;102700;Головной склад;1
20180131;38446;102700;Головной склад;5
20180115;38446;77561;Головной склад;1
20180122;38446;1309247;Склад Краснодар;4
20180116;38446;28569;Головной склад;2
20180129;38446;1434841;Склад Ставрополь;2
20180126;38446;1951;Склад Владивосток;5
20180122;38446;115554;Головной склад;10
20180123;38446;115554;Головной склад;1
20180127;38446;115554;Головной склад;49
20180109;38446;105687;Головной склад;4
20180130;38446;105651;Головной склад;2
20180112;38446;105655;Головной склад;2
20180116;38446;105636;Головной склад;1
20180117;38446;105657;Головной склад;5
20180105;38446;116282;Головной склад;1
20180106;38446;116286;Головной склад;2
20180110;38446;96955;Головной склад;1
20180110;38446;1412750;Склад Краснодар;5
20180129;38446;1143083;Склад Екатеринбург;1
20180103;38446;81165;Головной склад;2
20180108;38446;81165;Головной склад;2
20180122;38446;1372140;Склад Санкт-Петербург;5
20180125;38446;1372140;Склад Санкт-Петербург;3
20180109;38446;1372140;Склад Санкт-Петербург;5
20180124;38446;69538;Головной склад;2
20180109;38446;72448;Головной склад;4
20180110;38446;93196;Головной склад;3
20180117;38446;103692;Головной склад;5
20180123;38446;1270802;Склад Красноярск;2
20180110;38446;17890;Головной склад;3
20180119;38446;82186;Головной склад;39
20180131;38446;104380;Головной склад;40
20180103;38446;86097;Головной склад;5
20180131;38446;90043;Головной склад;11
20180111;38446;99350;Головной склад;5
20180124;38446;93853;Головной склад;5
20180126;38446;126497;Головной склад;43
20180131;38446;99358;Головной склад;2
20180129;38446;126494;Головной склад;2
20180131;38446;86594;Головной склад;5
20180127;38446;107246;Головной склад;4
20180116;38446;80756;Головной склад;5
20180131;38446;100961;Головной склад;1
20180131;38446;73848;Головной склад;3
20180123;38446;101963;Головной склад;4
20180130;38446;100680;Головной склад;5
20180103;38446;120212;Головной склад;3
20180130;38446;123082;Головной склад;5
20180102;38446;126234;Головной склад;2
20180124;38446;121906;Головной склад;5
20180110;38446;121907;Головной склад;4
20180103;38446;120216;Головной склад;5
